1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00864,0.01088,0.01347,0.01642,0.01955,0.02278,0.02610,0.02949,0.03293,0.03641,0.03988,0.04333,0.04672,0.05005,0.05328,0.05642,0.05957,0.06274,0.06594,0.06917,0.07243,0.07571,0.07903,0.08237,0.08574,0.08914,0.09258,0.09604,0.09952,0.10302,0.10654,0.11007,0.11362,0.11719,0.12077,0.12437,0.12798,0.13160,0.13524,0.13888,0.14254,0.14621,0.14990,0.15359,0.15729,0.16100,0.16472,0.16844,0.17218,0.17592,0.17966,0.18341,0.18716,0.19091,0.19465,0.19839,0.20213,0.20586,0.20959,0.21330,0.21701,0.22071,0.22440,0.22807,0.23174,0.23539,0.23902,0.24264,0.24624,0.24983,0.25339,0.25693,0.26046,0.26396,0.26744,0.27090,0.27436,0.27782,0.28128,0.28475,0.28822,0.29169,0.29517,0.29865,0.30213,0.30562,0.30911,0.31261,0.31611,0.31961,0.32312,0.32664,0.33016,0.33369,0.33723,0.34077,0.34432,0.34788,0.35144,0.35501,0.35859,0.36218,0.36578,0.36938,0.37300,0.37662,0.38026,0.38390,0.38756,0.39122,0.00000
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00396,0.00654,0.00949,0.01262,0.01585,0.01917,0.02256,0.02600,0.02948,0.03295,0.03640,0.03980,0.04312,0.04635,0.04949,0.05264,0.05582,0.05902,0.06224,0.06550,0.06879,0.07210,0.07544,0.07882,0.08222,0.08565,0.08911,0.09259,0.09609,0.09961,0.10314,0.10669,0.11026,0.11384,0.11744,0.12105,0.12467,0.12831,0.13196,0.13562,0.13929,0.14297,0.14666,0.15036,0.15407,0.15779,0.16152,0.16525,0.16899,0.17273,0.17648,0.18023,0.18398,0.18773,0.19147,0.19520,0.19893,0.20266,0.20638,0.21008,0.21378,0.21747,0.22115,0.22481,0.22846,0.23209,0.23571,0.23931,0.24290,0.24646,0.25001,0.25353,0.25703,0.26051,0.26397,0.26743,0.27089,0.27436,0.27782,0.28129,0.28476,0.28824,0.29172,0.29520,0.29869,0.30218,0.30568,0.30918,0.31268,0.31620,0.31971,0.32324,0.32676,0.33030,0.33384,0.33739,0.34095,0.34451,0.34808,0.35166,0.35525,0.35885,0.36245,0.36607,0.36969,0.37333,0.37697,0.38063,0.38429,0.00000
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00039,0.00257,0.00569,0.00892,0.01224,0.01563,0.01908,0.02255,0.02603,0.02947,0.03287,0.03619,0.03942,0.04257,0.04571,0.04889,0.05209,0.05531,0.05857,0.06186,0.06517,0.06852,0.07189,0.07529,0.07872,0.08218,0.08566,0.08916,0.09268,0.09621,0.09976,0.10333,0.10691,0.11051,0.11412,0.11774,0.12138,0.12503,0.12869,0.13236,0.13604,0.13973,0.14343,0.14714,0.15086,0.15459,0.15832,0.16206,0.16581,0.16956,0.17330,0.17705,0.18080,0.18454,0.18827,0.19201,0.19573,0.19945,0.20316,0.20685,0.21054,0.21422,0.21788,0.22153,0.22516,0.22878,0.23239,0.23597,0.23953,0.24308,0.24660,0.25010,0.25358,0.25704,0.26050,0.26396,0.26743,0.27089,0.27436,0.27784,0.28131,0.28479,0.28827,0.29176,0.29525,0.29875,0.30225,0.30576,0.30927,0.31278,0.31631,0.31984,0.32337,0.32691,0.33046,0.33402,0.33758,0.34116,0.34474,0.34832,0.35192,0.35553,0.35914,0.36277,0.36640,0.37004,0.37370,0.37736,0.00000
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00436,-0.00124,0.00199,0.00531,0.00870,0.01215,0.01562,0.01910,0.02254,0.02594,0.02926,0.03249,0.03564,0.03879,0.04196,0.04516,0.04839,0.05164,0.05493,0.05824,0.06159,0.06496,0.06836,0.07179,0.07525,0.07873,0.08223,0.08575,0.08929,0.09284,0.09640,0.09998,0.10358,0.10719,0.11081,0.11445,0.11810,0.12176,0.12543,0.12911,0.13280,0.13650,0.14022,0.14393,0.14766,0.15139,0.15513,0.15888,0.16263,0.16638,0.17012,0.17387,0.17761,0.18135,0.18508,0.18880,0.19252,0.19623,0.19993,0.20361,0.20729,0.21095,0.21460,0.21824,0.22186,0.22546,0.22904,0.23261,0.23615,0.23967,0.24317,0.24665,0.25011,0.25357,0.25703,0.26050,0.26397,0.26744,0.27091,0.27438,0.27786,0.28135,0.28483,0.28833,0.29182,0.29532,0.29883,0.30234,0.30586,0.30938,0.31291,0.31644,0.31999,0.32354,0.32709,0.33066,0.33423,0.33781,0.34140,0.34499,0.34860,0.35221,0.35584,0.35947,0.36312,0.36677,0.37044,0.00000
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00817,-0.00494,-0.00162,0.00177,0.00522,0.00870,0.01217,0.01562,0.01901,0.02234,0.02557,0.02871,0.03186,0.03503,0.03823,0.04146,0.04472,0.04800,0.05132,0.05466,0.05803,0.06143,0.06486,0.06833,0.07181,0.07531,0.07882,0.08236,0.08591,0.08947,0.09306,0.09665,0.10026,0.10389,0.10752,0.11117,0.11483,0.11850,0.12218,0.12588,0.12958,0.13329,0.13701,0.14073,0.14446,0.14820,0.15195,0.15570,0.15945,0.16320,0.16694,0.17068,0.17442,0.17815,0.18187,0.18559,0.18930,0.19300,0.19668,0.20036,0.20402,0.20767,0.21131,0.21493,0.21853,0.22211,0.22568,0.22922,0.23274,0.23625,0.23972,0.24318,0.24664,0.25011,0.25357,0.25704,0.26051,0.26398,0.26746,0.27093,0.27442,0.27791,0.28140,0.28489,0.28839,0.29190,0.29541,0.29893,0.30245,0.30598,0.30952,0.31306,0.31661,0.32016,0.32373,0.32730,0.33088,0.33447,0.33806,0.34167,0.34528,0.34891,0.35254,0.35619,0.35984,0.36351,0.00000
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.01186,-0.00854,-0.00515,-0.00171,0.00177,0.00524,0.00869,0.01208,0.01541,0.01864,0.02178,0.02493,0.02810,0.03130,0.03453,0.03779,0.04107,0.04439,0.04773,0.05110,0.05450,0.05794,0.06140,0.06488,0.06838,0.07189,0.07543,0.07898,0.08255,0.08613,0.08972,0.09333,0.09696,0.10059,0.10424,0.10790,0.11157,0.11526,0.11895,0.12265,0.12636,0.13008,0.13380,0.13754,0.14128,0.14502,0.14877,0.15252,0.15627,0.16001,0.16375,0.16749,0.17122,0.17495,0.17866,0.18237,0.18607,0.18976,0.19343,0.19710,0.20075,0.20438,0.20800,0.21160,0.21519,0.21875,0.22229,0.22582,0.22932,0.23279,0.23625,0.23972,0.24318,0.24664,0.25011,0.25358,0.25705,0.26053,0.26401,0.26749,0.27098,0.27447,0.27796,0.28147,0.28497,0.28848,0.29200,0.29552,0.29905,0.30259,0.30613,0.30968,0.31324,0.31680,0.32037,0.32395,0.32754,0.33114,0.33474,0.33836,0.34198,0.34561,0.34926,0.35291,0.35658,0.00000
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.01547,-0.01208,-0.00864,-0.00516,-0.00169,0.00176,0.00515,0.00848,0.01171,0.01485,0.01800,0.02118,0.02437,0.02760,0.03086,0.03415,0.03746,0.04080,0.04417,0.04758,0.05101,0.05447,0.05795,0.06145,0.06497,0.06850,0.07205,0.07562,0.07920,0.08280,0.08641,0.09003,0.09367,0.09731,0.10097,0.10465,0.10833,0.11202,0.11572,0.11943,0.12315,0.12687,0.13061,0.13435,0.13809,0.14184,0.14559,0.14934,0.15308,0.15683,0.16056,0.16429,0.16802,0.17173,0.17544,0.17914,0.18283,0.18650,0.19017,0.19382,0.19745,0.20107,0.20467,0.20826,0.21182,0.21537,0.21889,0.22239,0.22587,0.22933,0.23279,0.23625,0.23971,0.24318,0.24665,0.25012,0.25360,0.25708,0.26056,0.26405,0.26754,0.27104,0.27454,0.27804,0.28155,0.28507,0.28859,0.29212,0.29566,0.29920,0.30275,0.30631,0.30987,0.31344,0.31702,0.32061,0.32421,0.32781,0.33143,0.33505,0.33869,0.34233,0.34599,0.34965,0.00000
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.01901,-0.01557,-0.01209,-0.00862,-0.00517,-0.00177,0.00155,0.00478,0.00793,0.01107,0.01425,0.01745,0.02067,0.02393,0.02722,0.03053,0.03387,0.03725,0.04065,0.04408,0.04754,0.05102,0.05452,0.05804,0.06157,0.06512,0.06869,0.07227,0.07587,0.07948,0.08310,0.08674,0.09039,0.09405,0.09772,0.10140,0.10509,0.10879,0.11250,0.11622,0.11995,0.12368,0.12742,0.13117,0.13491,0.13866,0.14241,0.14616,0.14990,0.15363,0.15736,0.16109,0.16481,0.16851,0.17221,0.17590,0.17958,0.18324,0.18689,0.19052,0.19414,0.19774,0.20133,0.20489,0.20844,0.21196,0.21546,0.21894,0.22240,0.22586,0.22932,0.23279,0.23625,0.23972,0.24320,0.24667,0.25015,0.25363,0.25712,0.26061,0.26411,0.26761,0.27112,0.27463,0.27814,0.28167,0.28520,0.28873,0.29227,0.29582,0.29938,0.30294,0.30651,0.31009,0.31368,0.31728,0.32088,0.32450,0.32812,0.33176,0.33540,0.33906,0.34272,0.00000
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.02249,-0.01902,-0.01554,-0.01210,-0.00870,-0.00538,-0.00215,0.00100,0.00415,0.00732,0.01052,0.01375,0.01700,0.02029,0.02360,0.02695,0.03032,0.03372,0.03715,0.04061,0.04409,0.04759,0.05111,0.05464,0.05820,0.06176,0.06534,0.06894,0.07255,0.07617,0.07981,0.08346,0.08712,0.09079,0.09447,0.09816,0.10186,0.10557,0.10929,0.11302,0.11675,0.12049,0.12424,0.12799,0.13174,0.13548,0.13923,0.14297,0.14671,0.15044,0.15416,0.15788,0.16159,0.16528,0.16897,0.17265,0.17631,0.17996,0.18360,0.18721,0.19082,0.19440,0.19797,0.20151,0.20503,0.20853,0.21201,0.21547,0.21893,0.22239,0.22586,0.22932,0.23279,0.23627,0.23974,0.24322,0.24671,0.25019,0.25368,0.25718,0.26068,0.26419,0.26770,0.27122,0.27474,0.27827,0.28180,0.28534,0.28889,0.29245,0.29601,0.29959,0.30317,0.30675,0.31035,0.31396,0.31757,0.32120,0.32483,0.32847,0.33213,0.33580,0.00000
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.02595,-0.02247,-0.01903,-0.01563,-0.01231,-0.00908,-0.00593,-0.00278,0.00039,0.00359,0.00682,0.01007,0.01336,0.01668,0.02002,0.02339,0.02679,0.03022,0.03368,0.03717,0.04066,0.04418,0.04772,0.05127,0.05483,0.05842,0.06201,0.06562,0.06925,0.07288,0.07653,0.08019,0.08386,0.08754,0.09123,0.09494,0.09865,0.10236,0.10609,0.10982,0.11356,0.11731,0.12106,0.12481,0.12855,0.13230,0.13604,0.13978,0.14351,0.14723,0.15095,0.15466,0.15836,0.16204,0.16572,0.16938,0.17303,0.17667,0.18029,0.18389,0.18747,0.19104,0.19458,0.19810,0.20160,0.20508,0.20854,0.21200,0.21546,0.21893,0.22240,0.22587,0.22934,0.23281,0.23629,0.23978,0.24326,0.24676,0.25025,0.25375,0.25726,0.26077,0.26429,0.26781,0.27134,0.27487,0.27842,0.28197,0.28552,0.28909,0.29266,0.29624,0.29983,0.30342,0.30703,0.31064,0.31427,0.31790,0.32155,0.32520,0.32887,0.00000
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.02940,-0.02595,-0.02256,-0.01923,-0.01600,-0.01286,-0.00971,-0.00654,-0.00334,-0.00011,0.00315,0.00643,0.00975,0.01309,0.01646,0.01986,0.02330,0.02676,0.03024,0.03374,0.03725,0.04079,0.04434,0.04791,0.05149,0.05508,0.05869,0.06232,0.06595,0.06960,0.07326,0.07693,0.08061,0.08431,0.08801,0.09172,0.09544,0.09916,0.10290,0.10663,0.11038,0.11413,0.11788,0.12163,0.12537,0.12911,0.13285,0.13658,0.14030,0.14402,0.14773,0.15143,0.15512,0.15879,0.16246,0.16610,0.16974,0.17336,0.17696,0.18054,0.18411,0.18765,0.19118,0.19468,0.19815,0.20161,0.20507,0.20854,0.21200,0.21547,0.21894,0.22241,0.22589,0.22937,0.23285,0.23634,0.23983,0.24332,0.24682,0.25033,0.25384,0.25736,0.26088,0.26441,0.26795,0.27149,0.27504,0.27859,0.28216,0.28573,0.28931,0.29290,0.29649,0.30010,0.30372,0.30734,0.31097,0.31462,0.31827,0.32194,0.00000
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.03288,-0.02949,-0.02616,-0.02293,-0.01979,-0.01664,-0.01347,-0.01027,-0.00704,-0.00378,-0.00050,0.00282,0.00616,0.00953,0.01293,0.01637,0.01983,0.02331,0.02681,0.03033,0.03386,0.03741,0.04098,0.04456,0.04816,0.05177,0.05539,0.05903,0.06267,0.06633,0.07000,0.07369,0.07738,0.08108,0.08479,0.08851,0.09223,0.09597,0.09971,0.10345,0.10720,0.11095,0.11470,0.11844,0.12218,0.12592,0.12965,0.13338,0.13709,0.14080,0.14450,0.14819,0.15186,0.15553,0.15918,0.16281,0.16643,0.17003,0.17362,0.17718,0.18072,0.18425,0.18775,0.19122,0.19469,0.19815,0.20161,0.20507,0.20854,0.21201,0.21548,0.21896,0.22244,0.22592,0.22941,0.23290,0.23640,0.23990,0.24340,0.24691,0.25043,0.25395,0.25748,0.26102,0.26456,0.26811,0.27167,0.27523,0.27880,0.28238,0.28597,0.28957,0.29317,0.29679,0.30041,0.30405,0.30769,0.31134,0.31501,0.00000
